ticket_id,category_id,agent_id,priority,status,created_at,first_response_at,resolved_at,root_cause,resolution_type,escalation_flag,customer_impact,description
TCK-0000001,3,23,P3,Resolved,2026-06-15 13:48:43+00:00,2026-06-15 14:27:47.524082709+00:00,2026-06-15 19:21:45.810055125+00:00,Monitoring Noise,Vendor Fix,False,Low,P3 Platform/Compute: node saturation alerts; suspected Monitoring Noise.
TCK-0004590,2,1,P3,Resolved,2026-07-19 14:15:37+00:00,2026-07-19 14:57:02.736257951+00:00,2026-07-19 21:44:36.813765715+00:00,Certificate Expiry,Code Fix,False,Low,P3 Network/DNS: service discovery timeout; suspected Certificate Expiry.
TCK-0004591,4,33,P4,Resolved,2026-06-15 07:10:59+00:00,2026-06-15 07:48:11.772950056+00:00,2026-06-16 12:55:04.992176452+00:00,Data Sync,User Education,True,Low,P4 Platform/Database: slow queries; suspected Data Sync.
TCK-0004592,13,23,P1,Closed,2026-06-21 22:31:58+00:00,2026-06-21 22:55:21.131695332+00:00,2026-06-22 03:53:44.231511022+00:00,Vendor Outage,Code Fix,False,Critical,P1 Integrations/CRM Sync: sync job backlog; suspected Vendor Outage.
TCK-0004593,8,28,P3,Resolved,2026-06-11 18:30:14+00:00,2026-06-11 19:15:34.861976943+00:00,2026-06-12 04:00:19.579561537+00:00,Certificate Expiry,Knowledge Base,False,Low,P3 Security/SSO: identity provider timeout; suspected Certificate Expiry.
TCK-0004594,10,4,P2,Closed,2026-05-07 16:07:05+00:00,2026-05-07 16:51:18.973459010+00:00,2026-05-09 00:17:53.118092540+00:00,Configuration,Vendor Fix,False,High,P2 Billing/Invoice: tax calculation question; suspected Configuration.
TCK-0004595,7,13,P4,Resolved,2026-03-19 17:53:17+00:00,2026-03-19 19:48:13.175635076+00:00,2026-03-19 23:04:57.993049773+00:00,Permissions,Restart,False,Low,P4 Application/API: token validation failures; suspected Permissions.
TCK-0004596,5,31,P2,Resolved,2026-04-12 19:00:20+00:00,2026-04-12 19:42:06.086223587+00:00,2026-04-13 05:20:13.154464081+00:00,Authentication,Knowledge Base,False,High,P2 Application/Login: failed sign-in attempts; suspected Authentication.
TCK-0004597,1,14,P4,Resolved,2026-05-22 01:38:37+00:00,2026-05-22 04:43:40.621966835+00:00,2026-05-22 05:02:03.240816284+00:00,Network Latency,Knowledge Base,False,None,P4 Network/VPN: MFA loop during remote login; suspected Network Latency.
TCK-0004598,11,7,P4,Resolved,2026-02-26 20:06:18+00:00,2026-02-27 03:54:27.633187542+00:00,2026-02-27 21:43:55.386294779+00:00,Data Sync,User Education,False,Low,P4 Billing/Payments: refund status mismatch; suspected Data Sync.
TCK-0004599,5,36,P3,Closed,2026-06-24 13:31:51+00:00,2026-06-24 15:17:16.600079548+00:00,2026-06-24 14:52:40.837288425+00:00,Code Regression,Config Change,False,Medium,P3 Application/Login: failed sign-in attempts; suspected Code Regression.
TCK-0004600,7,31,P3,Closed,2026-06-19 15:56:32+00:00,2026-06-19 17:48:28.302192872+00:00,2026-06-19 23:35:15.680712705+00:00,Code Regression,Config Change,False,Low,P3 Application/API: rate limit confusion; suspected Code Regression.
TCK-0004601,5,15,P1,Resolved,2026-07-19 07:33:47+00:00,2026-07-19 07:55:38.290521947+00:00,2026-07-19 16:23:49.361885356+00:00,Authentication,Knowledge Base,False,Medium,P1 Application/Login: session timeout reports; suspected Authentication.
TCK-0004602,7,24,P4,Resolved,2026-03-17 07:44:57+00:00,2026-03-17 09:13:26.552424727+00:00,2026-03-17 12:43:30.853167492+00:00,Documentation Gap,Code Fix,False,None,P4 Application/API: elevated 5xx rate; suspected Documentation Gap.
TCK-0004603,10,31,P3,Closed,2026-03-11 19:59:31+00:00,2026-03-11 20:04:57.148374888+00:00,2026-03-13 06:15:37.758785524+00:00,Data Sync,Config Change,False,Low,P3 Billing/Invoice: missing billing contact; suspected Data Sync.
TCK-0004604,12,16,P3,Closed,2026-07-20 15:13:39+00:00,2026-07-20 15:49:04.486602680+00:00,2026-07-20 19:41:26.141913916+00:00,Code Regression,Config Change,False,Low,P3 Integrations/Webhook: delivery retry storm; suspected Code Regression.
TCK-0004605,13,2,P3,Resolved,2026-05-11 23:18:34+00:00,2026-05-11 23:46:10.896934486+00:00,2026-05-12 13:38:47.317793456+00:00,Vendor Outage,Monitoring Update,True,Low,P3 Integrations/CRM Sync: stale customer record; suspected Vendor Outage.
TCK-0004606,8,10,P2,Resolved,2026-07-23 19:28:53+00:00,2026-07-23 21:18:58.595820574+00:00,2026-07-23 21:48:55.644506530+00:00,Certificate Expiry,User Education,False,Medium,P2 Security/SSO: identity provider timeout; suspected Certificate Expiry.
TCK-0004607,8,25,P1,Resolved,2026-05-14 14:33:59+00:00,2026-05-14 14:40:42.920459472+00:00,2026-05-14 16:38:38.935308641+00:00,Authentication,Knowledge Base,False,High,P1 Security/SSO: SAML assertion rejected; suspected Authentication.
TCK-0004608,1,15,P4,Resolved,2026-03-15 07:50:15+00:00,2026-03-15 11:03:00.140667307+00:00,2026-03-15 15:38:38.776943178+00:00,Authentication,Code Fix,False,Medium,P4 Network/VPN: slow split-tunnel routing; suspected Authentication.
TCK-0004609,9,31,P4,Resolved,2026-07-22 15:40:16+00:00,2026-07-22 16:32:45.007865249+00:00,2026-07-23 01:19:04.528766066+00:00,Documentation Gap,Vendor Fix,True,Low,P4 Security/Access Review: access request blocked; suspected Documentation Gap.
TCK-0004610,14,4,P3,In Progress,2026-07-28 21:40:54+00:00,2026-07-28 21:49:15.334966883+00:00,,Capacity,Unresolved,False,Low,P3 Observability/Alerts: noisy monitor; suspected Capacity.
TCK-0004611,3,1,P3,Resolved,2026-03-18 18:49:38+00:00,2026-03-18 18:59:29.401669408+00:00,2026-03-19 03:30:20.713746891+00:00,Authentication,Knowledge Base,False,Medium,P3 Platform/Compute: pod scheduling delay; suspected Authentication.
TCK-0004612,5,35,P2,Resolved,2026-04-03 06:28:43+00:00,2026-04-03 06:44:21.344130395+00:00,2026-04-03 08:39:23.888292529+00:00,Authentication,Code Fix,False,Medium,P2 Application/Login: password reset failures; suspected Authentication.
TCK-0004613,9,8,P2,Resolved,2026-02-18 23:31:52+00:00,2026-02-18 23:38:08.758446852+00:00,2026-02-19 09:41:07.869498709+00:00,,Config Change,False,Low,P2 Security/Access Review: role mapping mismatch; suspected unknown root cause pending RCA.
TCK-0004614,2,5,P3,Resolved,2026-07-26 22:02:36+00:00,2026-07-26 22:16:40.038298962+00:00,2026-07-27 03:08:58.280975914+00:00,Vendor Outage,Restart,False,Low,P3 Network/DNS: service discovery timeout; suspected Vendor Outage.
TCK-0004615,12,36,P4,Resolved,2026-06-03 09:55:21+00:00,2026-06-03 11:00:50.590611276+00:00,2026-06-04 04:12:09.135550832+00:00,Code Regression,Knowledge Base,False,Low,P4 Integrations/Webhook: delivery retry storm; suspected Code Regression.
TCK-0004616,5,19,P3,Resolved,2026-03-30 14:57:33+00:00,2026-03-30 16:09:44.155898176+00:00,2026-03-30 17:08:18.767169399+00:00,Authentication,Monitoring Update,False,Medium,P3 Application/Login: failed sign-in attempts; suspected Authentication.
TCK-0004617,2,32,P3,Closed,2026-03-11 22:35:21+00:00,2026-03-11 23:48:25.477551850+00:00,2026-03-12 01:15:36.336952082+00:00,Vendor Outage,Restart,False,Low,P3 Network/DNS: incorrect record propagation; suspected Vendor Outage.
TCK-0004618,7,16,P4,Closed,2026-04-07 14:25:11+00:00,2026-04-07 17:52:52.689922275+00:00,2026-04-08 04:24:31.880357458+00:00,Code Regression,User Education,False,Low,P4 Application/API: rate limit confusion; suspected Code Regression.
TCK-0004619,7,19,P3,Resolved,2026-02-22 16:15:10+00:00,2026-02-22 16:31:14.372803770+00:00,2026-02-22 22:18:59.232002691+00:00,,Restart,False,Low,P3 Application/API: rate limit confusion; suspected unknown root cause pending RCA.
TCK-0004620,11,1,P3,Resolved,2026-07-10 16:00:02+00:00,2026-07-10 17:17:23.200465353+00:00,2026-07-10 18:26:56.725637565+00:00,Vendor Outage,Code Fix,False,Medium,P3 Billing/Payments: settlement delay; suspected Vendor Outage.
TCK-0004621,11,10,P3,Resolved,2026-03-08 18:03:53+00:00,2026-03-08 18:24:13.977048871+00:00,2026-03-08 21:38:30.425900681+00:00,Vendor Outage,Config Change,True,None,P3 Billing/Payments: processor decline spike; suspected Vendor Outage.
TCK-0004622,13,31,P4,Resolved,2026-02-16 13:06:19+00:00,2026-02-16 15:43:50.140229335+00:00,2026-02-16 21:05:26.271488762+00:00,Permissions,Restart,False,Medium,P4 Integrations/CRM Sync: sync job backlog; suspected Permissions.
TCK-0004623,9,6,P2,Closed,2026-02-03 08:36:38+00:00,2026-02-03 09:17:21.741151187+00:00,2026-02-03 13:55:59.353580050+00:00,Permissions,Config Change,False,Medium,P2 Security/Access Review: approval workflow delay; suspected Permissions.
TCK-0004624,3,27,P3,Resolved,2026-05-19 10:27:27+00:00,2026-05-19 11:45:05.586881154+00:00,2026-05-19 13:38:36.787378449+00:00,Configuration,Code Fix,True,Low,P3 Platform/Compute: instance health check failures; suspected Configuration.
TCK-0004625,1,4,P3,Resolved,2026-05-13 15:37:52+00:00,2026-05-13 16:32:37.132876190+00:00,2026-05-14 21:08:42.612432505+00:00,Authentication,User Education,False,Medium,P3 Network/VPN: slow split-tunnel routing; suspected Authentication.
TCK-0004626,7,32,P3,Closed,2026-04-18 04:31:09+00:00,2026-04-18 07:52:52.448515822+00:00,2026-04-18 10:32:29.935227430+00:00,Documentation Gap,Code Fix,False,Critical,P3 Application/API: token validation failures; suspected Documentation Gap.
TCK-0004627,7,15,P2,Resolved,2026-04-09 08:38:44+00:00,2026-04-09 09:28:48.506191672+00:00,2026-04-09 14:01:03.294154969+00:00,Documentation Gap,Monitoring Update,False,None,P2 Application/API: token validation failures; suspected Documentation Gap.
TCK-0004628,4,19,P4,Resolved,2026-03-28 17:03:46+00:00,2026-03-28 19:20:37.978945232+00:00,2026-03-29 00:29:34.595045501+00:00,Code Regression,Config Change,False,None,P4 Platform/Database: replication lag; suspected Code Regression.
TCK-0004629,8,25,P3,Resolved,2026-06-26 10:10:55+00:00,2026-06-26 10:38:08.668847240+00:00,2026-06-26 14:06:29.760986563+00:00,Certificate Expiry,Code Fix,False,None,P3 Security/SSO: identity provider timeout; suspected Certificate Expiry.
TCK-0004630,5,1,P3,Resolved,2026-02-24 17:35:54+00:00,2026-02-24 17:50:05.125304140+00:00,2026-02-24 21:19:58.159290919+00:00,Code Regression,Code Fix,False,Low,P3 Application/Login: password reset failures; suspected Code Regression.
TCK-0004631,1,9,P4,Resolved,2026-03-16 14:46:17+00:00,2026-03-16 15:59:00.543565314+00:00,2026-03-17 13:10:12.261332261+00:00,Authentication,Config Change,True,Low,P4 Network/VPN: slow split-tunnel routing; suspected Authentication.
TCK-0004632,14,14,P3,Resolved,2026-07-29 23:01:24+00:00,2026-07-29 23:52:50.569021808+00:00,2026-07-30 06:48:51.999319110+00:00,Monitoring Noise,Vendor Fix,False,Low,P3 Observability/Alerts: missing notification; suspected Monitoring Noise.
TCK-0004633,6,24,P1,Closed,2026-03-12 07:16:21+00:00,2026-03-12 07:35:16.517004177+00:00,2026-03-12 20:03:41.125594519+00:00,Code Regression,Config Change,False,High,P1 Application/Checkout: cart submission timeout; suspected Code Regression.
TCK-0004634,4,21,P2,Resolved,2026-04-04 12:57:15+00:00,2026-04-04 13:56:43.316083927+00:00,2026-04-04 23:33:01.327567111+00:00,Code Regression,Vendor Fix,False,Low,P2 Platform/Database: connection pool exhaustion; suspected Code Regression.
TCK-0004635,6,6,P3,Resolved,2026-03-02 12:14:11+00:00,2026-03-02 12:20:37.204616245+00:00,2026-03-03 01:55:37.038670733+00:00,Code Regression,User Education,False,High,P3 Application/Checkout: payment handoff error; suspected Code Regression.
TCK-0004636,3,19,P2,Closed,2026-04-17 16:18:13+00:00,2026-04-17 16:56:49.433807533+00:00,2026-04-18 05:02:53.438564768+00:00,Monitoring Noise,Restart,False,Low,P2 Platform/Compute: pod scheduling delay; suspected Monitoring Noise.
TCK-0004637,13,15,P2,Closed,2026-04-10 07:16:12+00:00,2026-04-10 08:19:37.689295152+00:00,2026-04-10 12:21:59.405134947+00:00,,Code Fix,False,High,P2 Integrations/CRM Sync: stale customer record; suspected unknown root cause pending RCA.
TCK-0004638,14,34,P4,Resolved,2026-07-21 14:50:02+00:00,2026-07-21 17:48:16.171948923+00:00,2026-07-21 21:30:46.471698824+00:00,Capacity,Code Fix,False,None,P4 Observability/Alerts: noisy monitor; suspected Capacity.
TCK-0004639,3,13,P3,Resolved,2026-07-31 17:47:26+00:00,2026-07-31 18:33:28.126563009+00:00,2026-08-01 06:20:41.409379764+00:00,Monitoring Noise,Knowledge Base,False,Low,P3 Platform/Compute: instance health check failures; suspected Monitoring Noise.
TCK-0004640,11,9,P3,Resolved,2026-03-19 13:09:48+00:00,2026-03-19 14:44:25.490115996+00:00,2026-03-19 17:56:31.019030523+00:00,Data Sync,Monitoring Update,False,High,P3 Billing/Payments: refund status mismatch; suspected Data Sync.
TCK-0004641,3,9,P3,Resolved,2026-02-13 11:57:13+00:00,2026-02-13 12:41:20.040451397+00:00,2026-02-13 15:22:50.047987566+00:00,Capacity,Restart,False,Medium,P3 Platform/Compute: node saturation alerts; suspected Capacity.
TCK-0004642,4,4,P3,Resolved,2026-02-16 17:00:24+00:00,2026-02-16 19:29:51.884370606+00:00,2026-02-17 01:53:33.085906432+00:00,Data Sync,Config Change,False,High,P3 Platform/Database: slow queries; suspected Data Sync.
TCK-0004643,11,6,P1,Resolved,2026-03-26 08:27:47+00:00,2026-03-26 08:42:02.566706043+00:00,2026-03-27 00:08:45.069630491+00:00,Vendor Outage,Vendor Fix,False,Critical,P1 Billing/Payments: refund status mismatch; suspected Vendor Outage.
TCK-0004644,9,26,P3,Resolved,2026-04-29 03:37:26+00:00,2026-04-29 05:29:27.255537398+00:00,2026-04-30 02:46:35.247542906+00:00,Permissions,User Education,False,Low,P3 Security/Access Review: role mapping mismatch; suspected Permissions.
TCK-0004645,2,22,P3,Resolved,2026-03-20 15:36:11+00:00,2026-03-20 17:17:27.256828921+00:00,2026-03-20 18:55:50.204592248+00:00,Network Latency,Monitoring Update,False,Low,P3 Network/DNS: intermittent name resolution; suspected Network Latency.
TCK-0004646,8,6,P3,Resolved,2026-06-08 15:51:56+00:00,2026-06-08 16:12:33.155522882+00:00,2026-06-08 23:53:43.196217824+00:00,Authentication,Vendor Fix,False,Low,P3 Security/SSO: certificate trust warning; suspected Authentication.
TCK-0004647,7,24,P3,Resolved,2026-04-12 08:00:35+00:00,2026-04-12 08:33:23.503684392+00:00,2026-04-12 13:06:30.507339504+00:00,Code Regression,Vendor Fix,False,Low,P3 Application/API: rate limit confusion; suspected Code Regression.
TCK-0004648,2,19,P1,Closed,2026-03-19 17:45:10+00:00,2026-03-19 18:04:22.348285894+00:00,2026-03-19 18:45:46.292915400+00:00,Network Latency,Restart,False,Critical,P1 Network/DNS: service discovery timeout; suspected Network Latency.
TCK-0004649,10,16,P2,Closed,2026-05-03 17:09:58+00:00,2026-05-03 17:27:51.014114870+00:00,2026-05-04 07:25:35.466118287+00:00,Data Sync,Vendor Fix,True,Medium,P2 Billing/Invoice: tax calculation question; suspected Data Sync.
TCK-0004650,13,9,P3,Resolved,2026-06-24 13:54:19+00:00,2026-06-24 16:08:32.404220966+00:00,2026-06-24 19:54:33.739884315+00:00,Data Sync,Code Fix,False,Low,P3 Integrations/CRM Sync: stale customer record; suspected Data Sync.
TCK-0004651,5,20,P4,Resolved,2026-04-09 22:49:13+00:00,2026-04-10 00:14:31.966840772+00:00,2026-04-10 02:10:53.224236488+00:00,,Restart,False,Low,P4 Application/Login: session timeout reports; suspected unknown root cause pending RCA.
TCK-0004652,3,2,P2,Resolved,2026-06-09 16:30:49+00:00,2026-06-09 16:51:35.186015015+00:00,2026-06-10 06:52:15.209976916+00:00,Monitoring Noise,Vendor Fix,True,High,P2 Platform/Compute: node saturation alerts; suspected Monitoring Noise.
TCK-0004653,7,33,P4,Resolved,2026-05-16 06:03:17+00:00,2026-05-16 07:40:03.198065215+00:00,2026-05-16 12:41:22.153364415+00:00,Documentation Gap,Knowledge Base,True,None,P4 Application/API: elevated 5xx rate; suspected Documentation Gap.
TCK-0004654,1,7,P4,Closed,2026-05-23 18:29:50+00:00,2026-05-23 20:57:31.358531445+00:00,2026-05-25 21:44:20.263835868+00:00,Configuration,Restart,False,None,P4 Network/VPN: MFA loop during remote login; suspected Configuration.
TCK-0004655,10,4,P3,Resolved,2026-04-09 14:34:53+00:00,2026-04-09 16:50:11.232737858+00:00,2026-04-09 18:40:10.373756276+00:00,Data Sync,Vendor Fix,False,High,P3 Billing/Invoice: tax calculation question; suspected Data Sync.
TCK-0004656,11,32,P2,Closed,2026-05-01 11:20:54+00:00,2026-05-01 11:41:48.311488688+00:00,2026-05-01 20:34:24.290596350+00:00,Data Sync,User Education,False,Medium,P2 Billing/Payments: refund status mismatch; suspected Data Sync.
TCK-0004657,2,3,P2,Closed,2026-03-18 08:28:49+00:00,2026-03-18 08:46:15.293577079+00:00,2026-03-18 15:19:10.335238448+00:00,Configuration,Config Change,False,Medium,P2 Network/DNS: intermittent name resolution; suspected Configuration.
TCK-0004658,7,13,P3,Resolved,2026-03-19 21:18:40+00:00,2026-03-19 21:25:42.524464635+00:00,2026-03-20 04:36:15.364174497+00:00,Documentation Gap,User Education,False,Low,P3 Application/API: token validation failures; suspected Documentation Gap.
TCK-0004659,4,30,P3,Closed,2026-05-18 13:40:03+00:00,2026-05-18 14:36:52.955275462+00:00,2026-05-18 19:56:08.168947768+00:00,Code Regression,Config Change,False,Medium,P3 Platform/Database: connection pool exhaustion; suspected Code Regression.
TCK-0004660,14,25,P4,Resolved,2026-02-05 13:45:24+00:00,2026-02-05 15:28:14.189903444+00:00,2026-02-05 18:18:46.575580575+00:00,Capacity,Monitoring Update,False,None,P4 Observability/Alerts: threshold drift; suspected Capacity.
TCK-0004661,9,25,P3,Resolved,2026-06-20 17:52:54+00:00,2026-06-20 20:10:18.684335684+00:00,2026-06-21 05:48:00.480946101+00:00,Permissions,Monitoring Update,False,Low,P3 Security/Access Review: role mapping mismatch; suspected Permissions.
TCK-0004662,1,4,P3,Resolved,2026-04-03 13:24:56+00:00,2026-04-03 13:59:36.032548946+00:00,2026-04-03 18:08:29.295171841+00:00,Capacity,Config Change,False,Low,P3 Network/VPN: MFA loop during remote login; suspected Capacity.
TCK-0004663,5,23,P4,Resolved,2026-03-14 19:31:03+00:00,2026-03-14 21:52:01.883314160+00:00,2026-03-15 00:53:54.199570261+00:00,,Monitoring Update,True,Medium,P4 Application/Login: session timeout reports; suspected unknown root cause pending RCA.
TCK-0004664,12,28,P3,Resolved,2026-03-09 17:12:24+00:00,2026-03-09 17:39:42.833544349+00:00,2026-03-09 22:36:45.333592412+00:00,Customer Error,User Education,False,Low,P3 Integrations/Webhook: subscriber endpoint timeout; suspected Customer Error.
TCK-0004665,11,31,P4,Resolved,2026-06-26 19:57:39+00:00,2026-06-26 21:08:03.829291065+00:00,2026-06-27 02:30:46.570665800+00:00,Code Regression,Config Change,False,None,P4 Billing/Payments: processor decline spike; suspected Code Regression.
TCK-0004666,5,33,P3,Resolved,2026-07-12 12:06:01+00:00,2026-07-12 12:44:55.429354779+00:00,2026-07-12 16:23:14.105580049+00:00,Code Regression,Knowledge Base,False,None,P3 Application/Login: password reset failures; suspected Code Regression.
TCK-0004667,1,24,P3,Resolved,2026-03-10 09:35:04+00:00,2026-03-10 10:40:41.959314143+00:00,2026-03-10 13:24:18.839861249+00:00,Capacity,Vendor Fix,False,Low,P3 Network/VPN: users unable to establish tunnel; suspected Capacity.
TCK-0004668,1,1,P4,Resolved,2026-06-14 14:52:40+00:00,2026-06-14 18:19:59.292786652+00:00,2026-06-14 19:43:38.168045831+00:00,Capacity,User Education,True,Low,P4 Network/VPN: users unable to establish tunnel; suspected Capacity.
TCK-0004669,7,7,P2,Resolved,2026-02-15 17:17:00+00:00,2026-02-15 18:48:41.583711902+00:00,2026-02-15 21:06:36.860458709+00:00,Permissions,Restart,False,Medium,P2 Application/API: elevated 5xx rate; suspected Permissions.
TCK-0004670,7,7,P3,Resolved,2026-06-18 21:22:12+00:00,2026-06-18 22:33:29.937820090+00:00,2026-06-19 00:23:21.048967298+00:00,Permissions,User Education,False,None,P3 Application/API: token validation failures; suspected Permissions.
